10,0.0005982000000000001,0.003958100000000001,0.0037936999999999997,0.0040774,0.0046435
20,0.0032053,0.0042851,0.004845599999999999,0.0045194,0.0059601
30,0.0077348,0.0046545,0.0047142,0.0046116,0.0063579
40,0.0142729,0.004477400000000001,0.004495300000000001,0.0045318,0.006257900000000001
50,0.022783699999999997,0.004644299999999999,0.0044637999999999995,0.00462,0.006334500000000002
60,0.032893399999999996,0.004628600000000001,0.0045445,0.0046959,0.0064899
70,0.0452836,0.0050583,0.0045266,0.0046635,0.0062888
80,0.05821149999999999,0.004547099999999999,0.0045441,0.0046274,0.0063999
90,0.0740544,0.0050009,0.0045679,0.0051466,0.0062958
100,0.08996669999999998,0.004649,0.0045414999999999995,0.004619199999999999,0.0062791
200,0.35118949999999993,0.006679699999999999,0.006005,0.0059226999999999995,0.0063599
300,0.7808940999999999,0.009957,0.007373099999999999,0.007223200000000001,0.0089047
400,1.3930624,0.014995600000000001,0.009245699999999999,0.0096697,0.0121131
500,2.1666794,0.0226866,0.0133494,0.013788799999999999,0.016587499999999998
